,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10
Prot__P43699;Q9H2Z4;A6NCS4;Q8TAU0,-0.13276200625729562,-0.00017345911512575254,-0.5451600498458852,-0.08006619586779783,0.6103550365705854,-0.09020688767864107,-0.04999720392125324,0.013535478139616388,-0.013884522295184491,0.005358446594620529
Prot__P43897,-0.26930931325295715,3.825202967846014e-05,-0.15522149236875787,0.0254672607742704,-0.11296749260687464,-0.009519804913447324,0.0070584604293654814,-0.2696792830803303,-0.030700612850674283,0.009301975989585726
Prot__P45877,-0.4691542663773998,-0.0008714170845785387,0.153670857154438,0.036086153639547876,0.3268076993899214,0.17422729881782256,0.05262240332828947,0.17467325616877788,-0.010916066387038258,-0.005184443768101097
Prot__P45880,0.12379796462349733,-0.00048383953951718707,0.010775668305684102,0.036736300262876165,0.4397148101829967,-0.40505601796139223,0.08653420855380778,-0.018956241188630426,-0.01106153661306283,0.008442017611508434
Prot__P45954,0.1597985325972977,0.001147469414551982,-0.539845523683097,0.046701510710550675,0.6207908444386699,-0.014174624604274691,0.004311655933979342,-0.6974615691576417,-0.013434796318103607,0.008795329049434069
Prot__P45973,-0.06693795182121061,-0.00042809326815111123,0.28139558383013275,-0.06954746796020617,0.06408177903924052,0.009580355102359859,0.016928769506758458,0.03974817454846931,0.006166749603557355,0.004065416222467517
Prot__P45974,-0.48917293063745954,-0.00017362180041091514,0.003801740828859186,0.06418544840367628,-1.4291171058823524,-9.036746116812078e-05,0.06448194821340728,0.0018101808854292854,-0.030870143155001962,0.007250321551963929
Prot__P45984,-0.328889663797611,0.0006473618205880713,-0.04634408605087451,-0.05521972305260006,-1.4895638667494033,-0.034889832398755316,0.019085281842605446,0.2098452608966134,0.0037274666649112524,0.0019387872970997035
Prot__P45985,-0.5313439313022646,0.0006329332562019209,-0.0033444929495883547,-0.04212612610535608,-1.2760761502962439,-0.03709441292749052,0.034770908813613645,-0.07880450025419468,-0.01004857066230517,0.014501098690337888
Prot__P46019,-0.32580850551959123,0.0002718867536009929,-0.006170027845997032,-0.02528460029661163,-0.6174491749187352,-0.053269397795489316,0.02170371515542154,0.012397488299461338,-0.01397964045865802,-0.0007021190392033108
Prot__P46020,0.2031312024281017,1.4004978109374041e-05,-0.07616533492214186,0.019155667552642253,-0.524879241491008,-0.0537095784561689,-0.026627199965479215,-0.012069211659988385,-0.029914495548582477,-4.4795690967869774e-05
Prot__P46060,-0.49337699590329753,7.595827137950493e-05,0.07740086204856184,0.02524879003867619,-0.508547720770686,0.08562162796618758,-0.05177840566106974,0.08795419404831482,0.014512205489979889,-0.005591666884748801
Prot__P46063,-0.01586529052954341,-0.00019218239950510944,0.31416386812520897,0.036876254732538666,-0.5023571784174475,0.06670886135048847,0.07078399294692168,-0.1513707248190446,0.016343702373486493,-0.0057832740616090795
Prot__P46087,-0.3631149468415495,-0.0007937438400494875,0.0824493203563352,0.07311910513172729,-0.06360839181876225,0.009160584407656401,0.09127798176250632,-0.4893175427392936,-0.0027779951747203186,-0.0004636574171583345
Prot__P46108,-0.11064318581796477,0.001051215110735595,-0.19729340522676897,0.002884390213773906,-0.9831334045997027,0.050902638898623766,0.048290652473798,0.03117096739835549,-0.018574236455937414,-0.0033898869650060264
Prot__P46109,-0.1818892914810304,0.0013984714186834704,-0.010666133609125541,-0.00333354305169735,-0.6912683086097847,0.12753048044646312,0.0006425725171122545,-0.05205412002903856,0.013747175985004245,0.014158483768619378
Prot__P46199,-0.1477113554627881,0.00015740582456106637,-0.1274911431472472,-0.016906413893881485,0.35063844697550284,-0.11323577922769074,0.038329916364384015,-0.2990089828772518,-0.016396910007265824,-0.0023183666514692896
Prot__P46379,-0.4324621352811829,-0.0001642281876436023,0.0004762088604669925,-0.05622147063674226,-0.2511086731489384,0.20309202673088766,0.034916880195705206,0.08065457864434433,0.016882458719758124,0.0016403349130707798
Prot__P46459,-0.33802653498366175,-0.000293385703557893,-0.012377940351547627,-0.006722841828514535,-0.35988532939493606,-0.012238240962307337,-0.02805809975746947,0.07017208498991259,0.024363613457380574,0.0003829759066847941
Prot__P46527,-0.24649641685166196,0.0007985307874059272,0.0679403433116993,-0.016234453649959665,0.0327509332248915,0.008179850560924474,-0.027960640962090496,-0.23842081307591656,0.00859619990277824,0.008627236541640064
Prot__P46734,-0.6648133490061304,-0.0005386724359023174,0.09608298569825677,0.0013005010260179414,-0.8455155206854406,-0.13548525401935835,-0.00043093540013799264,-0.1840016900613705,0.01975380977696537,0.0020393197888449025
Prot__P46736,-0.1682939616081587,0.000879276589285696,-0.011588291739861735,0.02897799413275672,-0.6856838596305783,-0.003846857523753522,0.005880169774330933,-0.004562467454182293,-0.005871748441346843,0.009035164500147633
Prot__P46776,-0.13832974906705212,-0.0013450364360797216,0.00597934394266157,0.033084940336539144,-0.1289715342609082,0.003133766546187431,0.06220338892934236,-0.20986326090811144,0.027429502766606995,-0.008195849608287589
Prot__P46777,-0.019525877117775522,-0.0007541431752991839,0.02258358402739306,0.07487968784223135,-0.07173725509506149,-0.03356903647077456,-0.014649941970828851,-0.10212772154210677,0.004754495011582727,-0.027821094882307714
Prot__P46778,-0.012224436435692609,0.000696426847404932,-0.42317729514564617,-0.016938168033908074,0.16787185976471164,0.050251645121470866,-0.035713707428937896,-0.05606101155341756,-0.004205950488186812,0.002755552722342777
Prot__P46779,-0.10864258160998781,0.0003258919075276501,-0.266711697599042,0.0454116758490113,-0.360810735238459,0.047857506819587496,-0.0009883137616727652,-0.002290941442036189,0.008256616148487862,-0.007336112931750839
Prot__P46781,-0.14033500638100543,-0.0017635382089209205,0.09785005155578949,-0.015736042227647483,-0.20539447172114828,-0.02383635713990635,0.04865242789856831,-0.02395266217587808,0.013482245173951447,-0.01780184292599089
Prot__P46782,-0.08191738774707477,0.00047363039091985124,0.041794976120423044,-0.0015764156675234144,-0.3795779246112289,-0.04222066779365602,0.02349658721009439,-0.06591242594573922,0.012502797575478532,-0.009537143259334644
Prot__P46783,-0.16999705184559497,0.0013145048156910392,-0.052842034413278866,-0.020470331383796236,-0.0462285464051984,-0.024311027340112867,-0.03232142989921002,-0.09476044645563832,0.00968984868115263,-0.018538337516278557
Prot__P46821,0.03860127022140436,-6.451856135768815e-05,0.46167120494093317,-0.0021402631285160362,-0.17311932305639285,1.356895207621422,0.05266853836751009,-0.09262218501097996,0.02277597410475034,-0.005131784481404972
Prot__P46926,-0.36743858260935336,0.0007779437815065331,-0.07881867077683954,-0.013106555758161305,-0.9677257610410351,0.2804721761785217,-0.01992710784639662,-0.13803785650732905,-0.018237866859142516,-0.005592221332880667
Prot__P46934,0.5516007851266228,-0.0005863381411391286,0.34056841494330126,0.019405311107828237,0.31672498435069274,0.7546385506331095,0.06798062574994486,-0.05871852053508298,-0.02309621169822411,-0.0029834740196428887
Prot__P46937,0.1320033495691207,-0.0007999082430035989,-0.4241397432418789,0.04319132420545697,0.47211863478025895,0.8174085217117004,0.029800214215314185,0.00826630592413613,0.021410928620099332,-0.010666639982615835
Prot__P46939,0.5900289846759824,-0.00028428958577702494,-0.2865596217041958,0.03532507100753214,0.5198625960171142,0.38800223326785743,-0.008881972991067421,0.004447006319597414,-0.016264742914402937,-0.015256785191574545
Prot__P46940,-0.09286044502873712,-0.0003105032961579323,-0.053870600817268174,0.01675550980635615,-0.39794155622403027,0.05379883667965448,0.06545716309923698,0.010567403634274112,0.047502328869847385,0.0035044569504634215
Prot__P46952,-0.3152676501426515,0.00021046002268921752,-0.07057923517786809,0.013087571674427536,-0.8373937898185017,0.021179279594434754,-0.05481212907947009,-0.39181252619302365,0.0224741418706741,-0.0023089322519004693
Prot__P46976,0.1582757224556473,3.6469595723564465e-05,0.3958087042343313,-0.0006303699116310499,-0.6422053955923465,-0.21713027098766252,-0.06840274446975475,-0.07562256188199117,0.013180494112607787,0.0018956351644341752
Prot__P46977,-0.1009005876625685,-0.0013348723701265758,0.008815031645796313,-0.034535879016038495,0.42068961032283775,-0.051098397961602295,-0.005072734487579149,0.06752126706339562,0.005974486596902461,-0.02814692099178399
Prot__P47224,-0.29250248437430887,0.0002765529242177197,0.0033532620324753766,0.005761730157691286,-0.41827959441974555,-0.0008468003227448064,0.04260997102705151,0.024181064123224842,-0.001780522268435097,-0.0017515530852121471
Prot__P47712,-0.36693175045126875,0.0002503690175051501,-0.06874299023364591,0.0030512745521644635,-0.1325369589949073,0.20682229606578648,0.009666565974811263,0.3134696755018911,0.013920392351319954,-0.0001618964910145842
Prot__P47736,-0.09858366017027345,0.00022376673768516122,-0.6621810586217304,0.008708302572651361,-0.5722051173866629,0.008565606170067104,-0.014277776041715292,0.07779661195422886,-0.023303469581507898,0.005944964096893443
Prot__P47755,0.07775717237242616,0.0006649844220704571,0.019294467686725717,-0.04158608250560088,-0.05195452767248436,0.21050553692192173,0.009680802696334426,-0.0910075862104407,-0.009161823668058922,0.005925108195525863
Prot__P47756,0.0038749153434325654,-0.0022325500533778445,0.01767608335888629,0.057894726387737634,-0.11937406662270553,0.10527996550411961,0.02593639937589024,-0.1385458774247742,0.04115091012463544,-0.015555241158578844
Prot__P47813,-0.08971549313263977,-0.0004613217715568467,-0.26547695856768605,0.012293239613382646,-0.21297640787415634,0.016969670144982726,0.001177698466744647,0.024902070483120386,-0.0052618852857087535,-0.002750563131785557
Prot__P47895,-0.4863707107128094,-0.00015340490883899028,0.24942629120427484,0.01779097722909119,-0.9856963859380328,0.44553384707106836,0.028375079187053273,-0.02241685078154453,-0.0030179288384632776,-0.002997680294173065
Prot__P47897,-0.1784917784803464,-0.0004556276406957273,-0.003843928386826806,-0.08576204177492176,-0.3066089363886808,-0.1209730283834882,0.015147417676155378,0.038480576526044266,-0.005399879670514116,0.0017161960011725932
Prot__P47914,0.048671783881806235,-0.0003936978949203376,-0.08106295199759224,0.036319097705674895,-0.7366459837743448,0.01679837357930623,-0.02043257094123084,-0.10147998457972274,0.012316165049481026,-0.00610462972762884
Prot__P47985,0.11615119844703152,0.0028598388130599453,-0.10067448729055584,-0.04099876627577074,0.7210056585534168,-0.07058527699538798,0.032688442835198665,-0.3023177264980856,-0.005335006004113075,0.007786869401815451
Prot__P48047,0.1406599208542305,-0.00011295968758137563,-0.08623230933224074,0.05250786771262189,0.6113721522023939,-0.037759996822857175,0.011594868408451569,-0.3147543540373463,-0.0031617209137208904,-0.00072664067218869
Prot__P48059,0.2151901234384397,0.0006999062296807268,0.14435557366045454,0.011838889647350144,-0.7607390736326483,0.6704239403475922,0.028821542834971698,-0.025577173404986473,0.001063014990785935,-0.009947607443507683
Prot__P48061,0.523828159658859,0.0007064049274525823,-0.055902460976680786,0.009233574285493134,0.47200916013178845,0.19099758404547582,-0.005980407541917226,-0.19624158841507702,-0.014550426623728175,0.002128620929670369
Prot__P48147,-0.5847382987508714,0.002143985592256426,0.011100934900753017,-0.030482810377397303,-1.4585019288732277,-0.05332076798445171,0.015519494732942396,0.051434022411524595,0.016358104691081246,0.0015722140392446734
Prot__P48163,-0.49261556296393016,0.0008861850403437909,-0.05390448052521999,0.009733906876442757,-1.7235805574836065,0.11744304717900071,0.07862738947823136,-0.19289079996280278,-0.004526930805361396,-0.004621665437835591
Prot__P48200,0.2969602062175573,0.0002558108927881155,0.05027607628724629,0.009998370485408845,0.01829878531389063,0.011641487854611646,0.013502723301002117,-0.06921678785586027,-0.004362671120361309,0.0016554853529631617
Prot__P48426,-0.02393489301241587,0.001244782962285061,0.33114636421771865,-0.009470710478440964,-0.2377890261683647,0.01864081113039063,0.019156758462080748,-0.07296554597277714,0.026087750537279984,-0.00202605406812664
Prot__P48444,-0.5953423123606982,-2.9073133396539014e-05,-0.06010500661448758,0.05633078416436347,-0.7645507271889753,-0.008780382499797812,0.006089506191356828,-0.06724733358162824,0.01192627044900094,-0.020364712772610875
Prot__P48449,0.1971250326159608,-0.00018346634845270072,-0.022098379348667343,0.012470143786513893,0.9007335793086391,-0.34045722016253643,0.0037346900001558824,0.04564313303992856,-0.013301213470000713,-0.0047318802813336
Prot__P48506,-0.7154550267860998,7.291804938860255e-05,0.5840938134592709,0.030951018342838976,-1.0878359211775352,-0.08861005688262882,0.021262058244172266,0.08502932505867505,-0.005397203550331213,-0.003949437174388735
Prot__P48507,-0.6780820666898923,-0.0006695905666870713,0.3019675182512302,0.008484977771826122,-1.546484350786195,-0.12211108802298898,0.00446777388104029,-0.0061517520153208625,0.021594403607758723,-0.006539957498851167
Prot__P48509,0.4760155008450605,-0.0001824658698975994,-0.08513056387456029,-0.014880592472801438,0.5013745835696588,-0.004608999993746858,0.05683853972362188,0.11006475891961787,-0.015252049030006615,-0.009878533284854758
Prot__P48556,-0.41750739209198423,-0.00014348591579823255,0.005535055986603663,-0.016547801444614443,-0.47792217806080445,-0.1461303066350824,0.0058577922213435595,-0.05002497330953245,-0.009693904972262071,0.0023393192584791438
Prot__P48637,-0.6863765218628474,-0.0004691715262922447,-0.09924623639691484,0.08566765015631035,-1.7185807054089215,-0.014826973891102001,-0.0013706041021946812,-0.1312845927118325,-0.021049679995679742,-0.010494482219523989
Prot__P48643,0.06294724351042233,-0.0012726534694480194,0.14633585936953464,0.007325384511659942,-0.000692537576350978,-0.018886137253963185,-0.027973026887395322,0.1117471463803272,-0.018703159736858915,0.003152260456468727
Prot__P48651,-0.011712087060726701,0.0007699712967986165,-0.023172674295336017,0.027605974513757618,-0.407117649816192,0.01347836900053078,0.0886346199064758,-0.19086896439364917,-0.012853951589789234,0.014399318321429495
Prot__P48681,0.6972419254563537,-0.0002585299025985112,0.02359648334219482,-0.03098908609228925,0.3959937693509387,0.7309682096470583,-0.03986871512088196,-0.25449046628766164,0.06242256991113058,-0.024424627312955628
Prot__P48723,-0.3428882517327438,-0.0001837265452120564,0.22529978551601842,-0.01112351686220054,0.27105413309883636,-0.1529310052110507,-0.03723051679533311,-0.2923568941020958,-0.019604414828284972,-0.0024368535958204924
Prot__P48729,0.016414901077134027,0.0005497693413033859,0.13907711213461016,-0.0896080471920325,0.6197778226753023,-0.031998483219366644,0.04635242236535145,0.012377122481771839,-0.0010748827062493644,-0.00024619021378504996
Prot__P48730,-0.034501043858691016,-0.0009798036907831401,0.09977675518784661,0.03256756963921636,0.28434916485952677,-0.051903138724880823,-0.011713127307998722,0.17926059320346852,-0.021230045178372587,-0.009060777961915682
Prot__P48735,-0.20493954236308917,-0.0007356791274995458,-0.03760994070885204,-0.012725929958703794,0.02135814292229943,-0.008482498683753302,-0.011088661280900872,-0.006378670854626707,-0.03735133039743977,-0.010112620923823602
Prot__P48739,-0.557447701660789,0.007885764609665875,-0.010984159598951587,0.01828060195405632,-1.340704471615158,0.17584156097434855,0.02773979108512095,-0.042603099352894934,0.009957670402485859,-0.006339451642948874
Prot__P48960,0.07872452707271618,0.00024679265396378874,0.0742743108190297,0.015120701400349957,0.2187599820884188,0.04565569751902357,-0.0018329428407518594,-1.101096285202675,-0.012256110475791804,-0.006595164638618929
Prot__P49005,-0.3850385067786054,-0.0014502880874622602,0.3917549112788622,-0.02422885590559227,-0.12591862896738637,-0.004164040806446999,0.07995819655866736,0.6151556101985572,-0.0019684135396152323,-0.004594235305546209
Prot__P49006,0.03245453094914704,-0.0006796531426302213,-0.01923818065505176,-0.007878247264781103,0.21671576238806198,0.8820459681603294,-0.05144484428942798,0.17506531993567342,-0.0034923201611269826,-0.012703440822532443
Prot__P49023,0.14897836853202642,-0.000950211208117269,0.21746820186452254,-0.001720590402036501,0.13557494833990136,0.008168752666012748,0.2348006206942795,0.023018970311884247,-0.009347335033921265,-0.0015506810228247505
Prot__P49069,-0.04691091405744147,-0.00029442160789024493,-0.016797868081137098,0.008642554792489654,0.3777437354394918,0.1458341006391536,0.0697695875964939,0.06572777367244816,0.008652237500300263,0.002890377948573359
Prot__P49137,-0.5826352507493238,-0.0014272084211614466,-0.03924160442836476,-0.0338821132228899,-0.231520086738047,-0.08138092194059254,-0.0047072638705399905,0.1631432905642867,-7.884529743869993e-05,-0.010593385779033657
Prot__P49184,0.6460054489366654,-0.00010590708960308388,0.0343736104879339,0.038496940415225944,0.36064255443415444,0.017068603731518674,0.14684041892193772,0.0064547276454471605,-0.02933548121696643,-0.00023869470214843804
Prot__P49189,-0.10591371744644029,8.498021649941292e-05,-0.18578408447480524,-0.00763589029763735,-0.15329088292339926,-0.0016125744885474782,-0.04878115799681186,-0.06787515328092607,-0.02077057663074959,0.012738604997636545
Prot__P49207,-0.2001041777327232,7.423846276765466e-05,-0.02105997686363691,0.027879390239273993,-0.3590481063512044,0.07831748569580471,-0.030070621343380007,0.0016997518969823122,-0.004680144233285551,-0.008052552063456472
Prot__P49247,-0.29833252630218904,0.0005961718117435612,-0.05205466445287037,-0.0013041379861922823,-0.38681182643037276,-0.02993674379500724,0.019221013948176418,-0.2185310345053714,-0.032984933470980395,-0.007316955095037179
Prot__P49257,-0.1449833397657219,0.0001220103465070359,0.059167177603172895,0.08960770034929495,0.7122936727402691,-0.38392740992703456,0.062433959693177894,-0.035607101463577887,-0.02020968555822275,0.0010414050285346723
Prot__P49321,-1.0348531184565695,-0.0006273379283494888,-0.004509953604269885,-0.034761347072740194,-1.0117640765280569,0.35776297555430175,-0.05216030997875164,0.29683951067551273,0.018977753107022575,-0.004731137554328493
Prot__P49326,-0.08768127391703208,0.00019824914632766714,-0.5782905133549928,-0.00893644989885959,0.6817797159948141,-0.004901297314072369,-0.0456099485601109,0.11837484409908779,0.002629894097908756,0.001128940101264566
Prot__P49327,-0.4788959888644043,-0.0004938119384598004,0.03182251778613788,0.030704223336372613,-1.289847550667219,-0.05645863846352841,-0.030031790285845524,0.21554169148552463,0.008766257819770083,0.004241655827529165
Prot__P49354,-0.4419475737708563,0.0004358136602494515,0.07273634645292329,-0.018152433342419134,-1.806913257481275,-0.00731662849465112,-0.014571165585436072,0.02196109586627211,-0.0016660975779503346,-0.004470068254976763
Prot__P49356,-0.07697486502204992,-0.0004795622624394454,-0.10901252050066866,-0.017972622442742704,-0.8653061176832267,-0.04116550820342746,-0.01995972415334118,0.19960650946822062,-0.0038644675087088666,0.0060470475940015995
Prot__P49368,0.05972399164036043,-0.0003970912420144923,0.0387230373112838,0.020260275662887704,-0.030244024302560766,-0.0036567189170378517,0.003102252783832726,0.14834730287020678,-0.0032892289493444203,-0.0008830945539638894
Prot__P49406,-0.24034916330409656,7.98710509686154e-05,-0.06845871570104477,-0.004623794814642375,0.8458473467985766,0.0021378760561717716,0.11278897332736652,-0.21206882816318579,-0.010449247223977342,-0.011268477838615886
Prot__P49407,0.04906956686788717,0.00028562846315357496,-0.256528297908576,-0.14743272109552175,-0.6060058257225688,0.7582471928695312,-0.08824304726258708,0.017849072925626572,0.008317670539186106,0.01057070613127589
Prot__P49411,-0.054004393367420044,-0.00035700239902435277,-0.25171315798620747,0.03506757283801544,0.06918725757608268,-0.02054500167926255,0.014649306401931067,-0.02138964339289947,-0.04252413210020887,-0.0033741134986094725
Prot__P49419,-0.02696619945559861,0.0006220576513014062,-0.2094313579522425,-0.02046298098580283,0.0287667316233827,0.0662425343820592,-0.0045413901049019345,0.5531487411393482,-0.18001961266452066,0.042747100091275136
Prot__P49441,-0.13945254947313884,0.0015297592623085671,-0.023217431273600375,-0.057695049311821525,-1.2874929322053985,0.011778841157310059,-0.046595491546130983,-0.010708954440957548,-0.17124010969428843,-0.006229593758730043
Prot__P49454,0.06655358578128302,-0.00032823770463997934,0.3591109385442025,-0.019741628268691525,0.530120158473107,0.02534929955202823,-0.02115830622112297,0.1861302776285556,0.005073992164337571,-0.001586430599126725
Prot__P49458,0.016118835230692165,-0.0004207318967270467,-0.06158498155024214,0.04201570467115975,-0.515245623149568,0.17490298245058922,0.06599088780623336,0.1899295347263345,0.0007670667176296099,-0.019940694526172642
Prot__P49459,-0.4811693505279269,-0.0008650198340635649,0.016652476799008123,0.025316757711658013,-0.8567181576025998,-0.12821294085939028,-0.023689685446425468,-0.034870898999866895,0.007265440054728149,-0.01053041189687526
Prot__P49585,-0.20717670075959707,-0.0014793764600475785,0.06738342450001869,-0.025199361017385735,-0.02363813028403239,0.005361127276097464,0.031013774041632428,-0.12865802677844226,0.02442028594428118,-0.003946588548270286
Prot__P49588,-0.7571957401205105,-0.001588013468831725,-0.003288096356694533,0.03367916084791137,-1.7350628813526887,-0.18715596455546338,-0.011571612797191036,-0.01534169648362996,-0.028106996610073202,0.02421308637179758
Prot__P49589,-0.6534774356108739,-0.0007932777725177518,0.072598529113147,0.06345699423254729,-1.4075828008152635,-0.2368815237004128,0.03832274523671017,-0.30511107943644245,0.004064611649157231,-0.01805799812845621
Prot__P49590,-0.2793713884662857,-0.0004830098104946412,-0.07388303717496054,-0.025575206165336872,0.28643883764292993,0.06193132474844149,0.04451138616035135,-0.09337105035047018,-0.0035698973397435257,-0.006388353372970229
Prot__P49591,-0.4591489201697622,0.0011569235037006468,-0.0012448817415994977,0.023296268422500335,-0.9558526840279201,0.001244717900510077,0.007612071790998023,-0.02634795042124622,0.023690032884472054,0.0030760259187844036
Prot__P49593,0.05673137340010415,0.0016635504804585624,0.10240361421576209,-0.01956010803213687,-1.5210543952816737,0.23176216492178867,-0.05204814276457204,-0.11883920562831142,-0.025764991583399306,0.003832548324235382
Prot__P49641,-0.1309717811637428,0.0008004898451044244,-0.040365506987474965,-0.05404255575440466,0.215475789180568,0.015339291898156969,0.052741001400865566,0.16090369445388963,-0.016556065143302958,0.009743299999305077
Prot__P49662,-0.6586943021894767,-0.0006859257956724466,0.4949352169367822,-0.0027429615727789353,-1.4234881576156322,0.03998682484464639,0.05231547142133946,0.0903806513322526,0.012226606993883685,-0.01149174025487257
Prot__P49711,0.06897919413485418,1.9137545508978575e-05,0.028255389978702927,0.023681414463630934,0.7002248106713965,0.16169303216689618,0.07092526809422912,-0.18873130635429103,0.01369050751428349,0.006487737298551471
Prot__P49720,-0.2920849810518388,-0.0003920720625350018,-0.09563039369350321,-0.04679089397180604,-0.7363146262939501,-0.047167660154447205,0.0016235029024809463,0.018021605482844722,0.0007555457572286494,-0.03690197088727778
Prot__P49721,-0.3251241961440267,-0.001075682029005886,0.014689569560689751,0.04616733803431464,-0.4497317740813873,-0.02051572825304414,-0.004633944554614942,-0.10346140358068236,0.011530551827553104,-0.02948479368582583
Prot__P49736,-0.9804065569612614,-0.0003676688769505277,0.7696854605122105,-0.03694371392152548,-0.1816470936809913,0.1914058952589322,-0.009991737241891003,0.5526147923776884,-0.005028765993495561,-0.007168494583967572
Prot__P49746,0.14353000125783621,0.00032347874278367244,0.2255905367250438,0.019116741142311572,0.14984248230098185,0.1067210028045871,0.005569036232470348,0.04073608809864379,-0.016023668783136637,-0.0048142663718707245
Prot__P49747,-0.7104768222709543,0.0003160727943231932,-0.06741546026776334,0.001999155066252981,-0.1540775923405743,0.4637402000095002,-0.0017787130147197134,0.20938608943926784,-0.013204869162522495,0.004861166704201974
Prot__P49748,0.1664519497371063,-5.907474604933121e-05,-0.00914280152122121,0.11946024198653536,0.43960064356648426,-0.32698164722623474,0.09332702704299756,-0.04182519250944428,0.009307733500332272,0.0011002065074131224
Prot__P49750,-0.3275199802497176,-0.00022030994662074435,0.14590859201855083,0.009705956325317566,0.5746512383503616,0.07206002044788751,-0.006430611172468209,0.017359472993574036,-0.004464005049369554,-0.0012647685528116854
Prot__P49754,-0.24379655773758105,-7.67001242314853e-06,0.07660811281116169,-0.00824990549811217,-0.16693440721039018,-0.008639315689997942,0.03156516909446596,-0.20283404042129738,0.004739713991518193,-0.01041324274339694
Prot__P49755,-0.06877054215553542,-0.00031166332924648733,-0.01639844082309581,-0.006447481577564458,0.4948017962231455,-0.0098203758393344,0.026161214570520976,-0.17555148587667646,-0.01282026257625145,0.006239822743876595
Prot__P49756,-0.2913191504570628,-0.00042293838159947726,-0.027894776286110597,0.00422191396621418,0.34921690920844517,0.05474189309687105,-0.0668229480848015,-0.009202785464124372,0.00869359205681501,-0.00425440615471507
Prot__P49757,0.057277773578060506,-0.001514014042868063,0.027903301010609685,-0.027068713331520753,0.5047960940065473,0.07024592379726713,-0.0019994606031555314,0.2279262822631966,-0.010775096757976632,-0.013681928757157862
Prot__P49768,-0.08099453742624145,-0.0006004667872921341,-0.07820995346932785,0.025739226077470184,0.5011759450987316,-0.13009396777417623,-0.04415950908393714,0.048388583382178246,0.01855824227284289,-0.0006306754397006829
Prot__P49770,-0.6968703998932526,-0.0006044535188307824,0.044039074614144934,0.028508295602851976,-0.7369022903724431,-0.058587537907793794,0.04573214255458042,-0.24211683133717063,-0.0040575366004596556,0.011285388622380293
Prot__P49773,-0.4845844319283339,-0.0010684133817127968,-0.0505224555768731,-0.022111412127698942,-1.5541331881211398,-0.0021873586001750407,0.016469535314476192,0.11708822482496643,-0.0062892518027693155,-0.002298964745650409
Prot__P49789,-0.32783659219762595,0.0004088580432828255,-0.6338756989196996,-0.04199424982879165,-0.2759910275396084,-0.20346059728337676,-0.014662765265993376,-0.4150873939181895,-0.005949692444138081,0.0009969968524800067
Prot__P49790,-0.24155189893205067,-0.0004829432671679144,-0.005073628937742383,0.0002571759862664053,0.6447067956522295,0.0863861404991058,-0.01555395905514806,0.16168361282282664,0.025206453428382583,-0.00941006498075417
Prot__P49792,-0.23484678154730462,0.00041677277255205644,0.003486094402618684,0.0024176781389968656,0.0345734322630576,-0.009798688944595943,-0.008779930704882958,0.05161947738535164,0.03552711310973346,-0.017282993450472985
Prot__P49795,0.10667699053327616,0.00028969460771376593,0.38723046677554823,-0.0017524110149679572,0.6650722030457655,0.5201027596510968,0.06940160689829401,-0.5970273534804279,0.010528369683809609,-0.010095669953727297
Prot__P49815,-0.31547664917993257,-0.00018215191608976874,-0.019339938880345197,-0.019046250729425878,0.5673064137489069,-0.0566883014149041,-0.0308662315719784,0.14251841041775776,-0.026921688333091828,-0.01032528291072006
Prot__P49821,0.06543149950957974,-4.3921623062894554e-05,-0.14727422554413452,-0.0247960641811972,0.31425505069427684,-0.22910428321774412,-0.0014859856550608515,-0.3285740541768708,-0.0014423744464957015,0.02399311777219154
Prot__P49840,-0.399746611977755,0.000331376696120926,-0.09479912975327545,-0.08265545882030469,-1.3576650193850135,-0.011738986764968352,-0.13272993433294006,-0.000665141074970099,-0.010103714530052089,0.00044618096072529377
Prot__P49841,-0.3016731571993418,0.0011987845568670174,0.11457805747184514,-0.004522722070396345,-0.43680295112957557,-0.0038472590718042956,0.029628858623773447,0.3236457734259799,-0.020189653696430433,-0.006001886205412063
Prot__P49848,0.06621132604877834,0.0013143348626166202,-0.02672583658886803,-0.055754878718654734,0.9100783471631643,0.04128653580297901,-0.030211958081408724,0.4960229740894403,0.009341940586407608,-0.0013524131323380429
Prot__P49863,0.10456124568117711,0.0004778233605143568,-0.0008609795579881649,0.036040263800199236,0.15246679552110634,0.02068838008578353,-0.028658708873824903,-0.40370295439347736,-0.0074101139980378,0.009421820620502496
Prot__P49902,-0.8637110025110316,-0.00023512753973510935,-0.014350874913135817,0.05279917263432145,-0.8738893035288772,0.06209817597019136,-0.02123907778928257,0.024644012259507162,-0.02301241125758864,0.002341208783390876
Prot__P49903,-0.593647489534369,-3.29924783953787e-05,-0.2980012163873209,0.03349122133871846,-1.1651295893529157,0.04022838032686855,-0.020536216896063074,-0.13481242986098174,-0.0018559064934000262,0.010956951494077835
Prot__P49908,0.5213786460896558,0.0008870022638389355,0.11563492829972895,0.0013894105032058765,-0.057088043436637856,-0.023484547411785257,-0.0031252830350470906,0.01799266390709747,0.009780749562600251,0.0025055293162336138
Prot__P49913,0.8042613894502897,-0.0005044280949184686,0.703863588768044,-0.005313521838707537,-0.15615756502888314,-0.12389658712385453,0.01284410086956883,0.09068283822070834,0.0032783230050752,-0.0007097226611249259
