Proteins,Intensity LUAD_phos_01T,Intensity LUAD_phos_02T,Intensity LUAD_phos_03T,Intensity LUAD_phos_04T,Intensity LUAD_phos_05T,Intensity LUAD_phos_06T,Intensity LUAD_phos_07T,Intensity LUAD_phos_08T,Intensity LUAD_phos_09T,Intensity LUAD_phos_10T,Intensity LUAD_phos_11T,Intensity LUAD_phos_12T,Intensity LUAD_phos_13T,Intensity LUAD_phos_14T,Intensity LUAD_phos_15T,Intensity LUAD_phos_16T,Intensity LUAD_phos_17T,Intensity LUAD_phos_18T,Intensity LUAD_phos_19T,Intensity LUAD_phos_20T,Intensity LUAD_phos_21T,Intensity LUAD_phos_22T,Intensity LUAD_phos_23T,Intensity LUAD_phos_24T,Intensity LUAD_phos_25T,Intensity LUAD_phos_26T,Intensity LUAD_phos_27T,Intensity LUAD_phos_28T,Intensity LUAD_phos_29T,Intensity LUAD_phos_30T,Intensity LUAD_phos_31T,Intensity LUAD_phos_32T,Intensity LUAD_phos_33T,Intensity LUAD_phos_34T,Intensity LUAD_phos_35T,Intensity LUAD_phos_36T,Intensity LUAD_phos_37T,Intensity LUAD_phos_38T,Intensity LUAD_phos_39T,Intensity LUAD_phos_40T,Intensity LUAD_phos_41T,Intensity LUAD_phos_42T,Intensity LUAD_phos_43T,Intensity LUAD_phos_44T,Intensity LUAD_phos_45T,Intensity LUAD_phos_46T,Intensity LUAD_phos_47T,Intensity LUAD_phos_48T,Intensity LUAD_phos_49T,Intensity LUAD_phos_50T,Intensity LUAD_phos_51T,Intensity LUAD_phos_52T,Intensity LUAD_phos_53T,Intensity LUAD_phos_54T,Intensity LUAD_phos_55T,Intensity LUAD_phos_56T,Intensity LUAD_phos_57T,Intensity LUAD_phos_58T,Intensity LUAD_phos_59T,Intensity LUAD_phos_60T,Intensity LUAD_phos_61T,Intensity LUAD_phos_62T,Intensity LUAD_phos_75T,Intensity LUAD_phos_76T,Intensity LUAD_phos_77T,Intensity LUAD_phos_78T,Intensity LUAD_phos_79T,Intensity LUAD_phos_80T,Intensity LUAD_phos_81T,Intensity LUAD_phos_82T,Intensity LUAD_phos_83T,Intensity LUAD_phos_84T,Intensity LUAD_phos_85T,Intensity LUAD_phos_86T,Intensity LUAD_phos_87T,Intensity LUAD_phos_88T,Intensity LUAD_phos_90T,Intensity LUAD_phos_91T,Intensity LUAD_phos_92T,Intensity LUAD_phos_01N,Intensity LUAD_phos_02N,Intensity LUAD_phos_03N,Intensity LUAD_phos_04N,Intensity LUAD_phos_05N,Intensity LUAD_phos_06N,Intensity LUAD_phos_07N,Intensity LUAD_phos_08N,Intensity LUAD_phos_09N,Intensity LUAD_phos_10N,Intensity LUAD_phos_11N,Intensity LUAD_phos_12N,Intensity LUAD_phos_13N,Intensity LUAD_phos_14N,Intensity LUAD_phos_15N,Intensity LUAD_phos_16N,Intensity LUAD_phos_17N,Intensity LUAD_phos_18N,Intensity LUAD_phos_19N,Intensity LUAD_phos_20N,Intensity LUAD_phos_21N,Intensity LUAD_phos_22N,Intensity LUAD_phos_23N,Intensity LUAD_phos_24N,Intensity LUAD_phos_25N,Intensity LUAD_phos_26N,Intensity LUAD_phos_27N,Intensity LUAD_phos_28N,Intensity LUAD_phos_29N,Intensity LUAD_phos_30N,Intensity LUAD_phos_31N,Intensity LUAD_phos_32N,Intensity LUAD_phos_33N,Intensity LUAD_phos_34N,Intensity LUAD_phos_35N,Intensity LUAD_phos_36N,Intensity LUAD_phos_37N,Intensity LUAD_phos_38N,Intensity LUAD_phos_39N,Intensity LUAD_phos_40N,Intensity LUAD_phos_41N,Intensity LUAD_phos_42N,Intensity LUAD_phos_43N,Intensity LUAD_phos_44N,Intensity LUAD_phos_45N,Intensity LUAD_phos_46N,Intensity LUAD_phos_47N,Intensity LUAD_phos_48N,Intensity LUAD_phos_49N,Intensity LUAD_phos_50N,Intensity LUAD_phos_51N,Intensity LUAD_phos_52N,Intensity LUAD_phos_53N,Intensity LUAD_phos_54N,Intensity LUAD_phos_55N,Intensity LUAD_phos_56N,Intensity LUAD_phos_57N,Intensity LUAD_phos_58N,Intensity LUAD_phos_59N,Intensity LUAD_phos_60N,Intensity LUAD_phos_61N,Intensity LUAD_phos_62N,Intensity LUAD_phos_75N,Intensity LUAD_phos_76N,Intensity LUAD_phos_77N,Intensity LUAD_phos_78N,Intensity LUAD_phos_79N,Intensity LUAD_phos_80N,Intensity LUAD_phos_81N,Intensity LUAD_phos_82N,Intensity LUAD_phos_83N,Intensity LUAD_phos_84N,Intensity LUAD_phos_85N,Intensity LUAD_phos_86N,Intensity LUAD_phos_87N,Intensity LUAD_phos_88N,Intensity LUAD_phos_90N,Intensity LUAD_phos_91N,Intensity LUAD_phos_92N
P06241;P07947;P09769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113500474.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99808813.42,0,0,0,0,0,0,0,0,0,0,0,0,82879230.2,0,0,0,0,121732823.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58398602.57,0,0,60582503.99,0,0,0,0,0,0,69803986.72
P06396,0,119669344.6,0,0,237774176.4,0,119336199.3,125267735.2,0,0,0,0,0,0,0,0,0,0,100026924.9,113726106.3,0,0,0,0,89904727.79,0,58844983.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128178075.1,0,0,0,123464903.7,0,0,0,0,0,60388820.35,0,0,0,0,0,0,0,0,0,0,134375186.8,122806242,0,0,0,0,0,0,0,0,130000284.5,0,0,0,0,0,0,0,0,0,0,124159507.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85173330.2,0,0,0,0,0,123953333.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62441003.99,0,0,0,0,0,0,0
P06400,117260840.5,115436244.6,0,0,114489588.2,129367449.3,113116799.3,0,0,0,0,0,0,0,0,0,86561422.29,0,0,112612906.3,0,0,63529302.87,82338885.97,0,0,47165183.92,0,0,65662328.32,0,0,0,0,0,0,118072081.9,0,0,136394067.9,0,60384646.11,0,0,101954992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91645816.36,0,68635150.47,67279463.6,0,0,0,0,0,0,0,0,0,0,131434905.3,116945104.7,122298825.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41011344.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82159742.76,0,0,0,0,0,0,0,0,0,0,42747623.52,65842203.99,0,0,0,0,0,0,0
P06454,0,125228244.6,124214226.2,140146934.1,413793864.6,129981449.3,247938998.6,133566755.2,126818471.1,0,119262033.8,0,152141233,130858734.8,125811839.7,98684210.64,267378644.6,238967606.2,0,131702406.3,0,107198398.5,0,141103886,101951127.8,0,67171983.92,73386892.14,99650213.12,0,86736205.95,105151250.2,142830148.3,0,100020736.6,125017035.4,126962181.9,0,0,151510667.9,159361660.8,59443346.11,0,130974175.1,0,133171611.9,124307097.6,0,143787796.1,39040655.78,0,131492720.6,99249878.99,56071620.35,187915726,0,90337727.64,122099082.5,75101034.29,0,0,129132514.8,108585031.3,0,0,118183042,118911274.6,10954000,82971816.36,0,0,63346463.6,0,129638221.4,128644684.5,0,0,145458578.7,66827118.31,132177935.6,0,124671858.2,139104855.3,248298509.4,127696825.4,130717207.3,134547207.6,118483472.4,127882829.9,97646530.92,0,0,124429807.4,0,0,0,0,126746459.4,0,0,0,0,0,0,116287089.8,0,94149849.66,101657813.4,0,82746825.26,0,0,0,0,0,0,0,0,0,138402378.5,0,0,0,0,0,0,0,117408523.4,0,118163530.5,124489741.5,76662029.89,71556515.94,105943861.9,0,0,0,0,0,116396277.9,123633931,0,0,0,0,0,0,0,0,0,0,0,0,133266371.5,0,0,122652277.3,0
P06493;Q00526;P24941,0,120973344.6,0,268766968.2,0,0,0,0,106875371.1,0,0,0,0,121086734.8,257792579.4,0,163061644.6,98608606.2,0,0,114191558.3,0,0,87381885.97,0,0,61486983.92,0,0,0,225702411.9,107800850.2,115154348.3,0,80902736.64,0,119713581.9,119493390.8,0,0,133868960.8,75886146.11,0,0,0,0,0,0,269316592.2,126464955.8,117153906.1,118927420.6,0,67936120.35,0,0,0,50957782.52,0,0,240524580.8,136448614.8,0,0,0,231291184,232220449.2,7891200,118983816.4,0,0,0,0,139665521.4,0,0,0,134320578.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129542623.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P06576,0,0,0,0,0,0,0,0,101849451.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112961950.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77276900.94,0,0,72485234.29,0,0,0,0,118529556.7,0,114206292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134032498.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P06702,0,0,130665926.2,130503934.1,0,0,0,0,146885471.1,0,0,0,0,0,0,0,0,206617606.2,0,0,0,0,404364302.9,259466886,0,313309282,0,0,0,0,0,0,118304048.3,0,0,0,0,0,0,0,0,0,0,0,0,0,129434497.6,0,129522586.1,0,0,0,0,0,0,0,0,0,0,0,0,0,81780401.25,0,0,0,590956074.6,5310600,64435908.18,0,393774150.5,68281463.6,0,0,0,0,0,0,0,0,122246294.4,0,149800655.3,0,123573325.4,0,0,119900972.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169549513.4,95629358.51,0,0,0,115277165.3,0,0,0,0,0,151047867.6,140299178.5,0,0,133270458.3,0,0,0,131995333.6,243465623.4,0,0,0,0,0,0,0,0,0,111381867.8,0,0,0,0,0,133997858.9,0,0,167921272.4,110599702.6,0,0,76123803.99,0,0,0,0,0,0,0
P06703,116347240.5,0,0,0,0,0,112654999.3,0,0,0,0,0,0,135931734.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85597713.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88056227.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114426572.4,0,0,0,0,125965907.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P06727,0,113650644.6,0,0,230894376.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138459467.9,288042771.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106156740.3,103671549.3,108516759.4,0,0,0,0,0,0,0,98858880.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P06730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P06733,234370981,230158789.2,0,128040074.1,365631724.6,223076098.6,233781798.6,128414655.2,205109542.2,126895793.9,67344033.79,0,126255333,245264269.6,376630719.1,0,252177066.9,100479606.2,0,0,0,0,0,154729171.9,186458255.6,0,97540167.84,196010268.6,0,0,141220611.9,424457260.8,0,0,68922536.64,0,116910891.9,0,130799056.4,134837267.9,136830360.8,0,126525912.5,127021975.1,106088292,126858511.9,0,125659103.7,265355392.2,97556611.56,0,349879661.8,86668378.99,68784120.35,91373363,84886900.94,96400627.64,54933082.52,138975268.6,84296244.36,119906490.4,122342314.8,0,0,133777186.8,344518456,481915098.4,13968000,53753016.36,108773302.4,0,0,173170020,129131521.4,131351984.5,127830608.4,0,0,59250918.31,0,0,0,132044755.3,238276509.4,121470925.4,121766367.3,128452047.6,224848144.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97930061.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P06733;P13929;P09104,0,0,0,0,0,212705128.6,115212199.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73748385.97,0,0,52345483.92,49628892.14,0,0,64417005.95,0,0,0,77299736.64,0,0,0,0,0,135218260.8,0,0,0,0,130027511.9,0,121463243.7,130218696.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129166484.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P06744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116256674.6,0,40263908.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P06748,1096648703,692050133.8,269537926.2,418334902.3,631845894.6,756007197.2,851927297.9,367115010.4,595665084.4,156992253.9,814829067.6,304433790.2,0,315117469.6,423770519.1,199069221.2,332724644.6,349341818.6,328955649.8,366334812.6,252532606.6,380267797,1231922909,1746036444,575353583.4,446616846,293422967.8,482309360.6,108848213.1,633643284.9,371297411.8,915654600.8,498837444.9,641654654,341780909.8,0,302792363.8,325660581.6,269167312.8,268480525.8,132999700.8,579069238.3,545118250,557475725.3,889429368,341231023.8,125431197.6,585214511.1,470404388.3,354583911.6,293145812.2,321951441.2,232003758,206515240.6,336693726,256549801.8,0,239615347.5,207831068.6,285881833.1,280628490.4,348086229.6,0,304186713.4,178367596.8,402979684,544244698.4,335334000,338248816.4,150411908.4,1236722452,700036554.4,146157810,345877042.8,158664384.5,281802456.8,279859316.8,361550436.1,188981636.6,495638706.8,195057694.4,289430716.4,528956065.9,533512384.1,215371225.4,667871414.6,423493715.2,163672972.4,0,157449530.9,0,139606926.1,176307707.4,125475105.5,0,0,109020949.3,117779859.4,0,0,148647124.5,294693688.8,274671081.8,223480979.6,111946629.8,0,104940849.7,221216513.4,93225358.51,173344050.5,142335767.2,0,124956165.3,122345253.4,0,139194150,131886203.7,0,0,0,99301030.2,0,241613458.3,106972145.5,274103447.2,121921573.9,135655533.6,366245446.8,202856462,139423230.5,256330183,0,0,214118861.9,0,0,283426659.4,0,79108055.76,136967877.9,133770231,0,127309182.7,0,129446402.5,199216358.1,84717244.7,198178005.2,120069725.9,294636247,177426804,0,286386687,137396471.5,139619422.6,0,0,68921786.72
P06753,0,112920704.6,237251752.4,130674534.1,0,106308549.3,117359699.3,254479010.4,109083071.1,127290853.9,74875233.79,133199245.1,0,121425634.8,0,0,88528822.29,95142506.2,103600324.9,0,0,0,0,0,103084127.8,0,60843983.92,102901684.3,0,70215428.32,73081205.95,0,117089248.3,0,76425736.64,0,119977581.9,0,129718556.4,0,134670260.8,72562146.11,0,128456675.1,104836592,0,129647297.6,247881707.4,130654396.1,43908155.78,0,0,92266278.99,0,91657463,0,108132627.6,0,71856734.29,0,0,121654214.8,84226731.25,0,134784196.8,115537442,0,0,0,0,0,62241463.6,0,128795021.4,131862684.5,0,123596708.4,110581378.7,71951318.31,259346241.2,135218694.4,125320158.2,133105855.3,115195304.7,127186025.4,249631214.6,129652907.6,0,0,92485030.92,0,0,0,0,0,109652840.3,213088498.6,230743418.8,0,0,111652724.5,33468544.4,0,112023979.6,0,101053980.7,165698099.3,0,85792858.51,86408125.26,110649867.2,122874991.5,113996265.3,88960053.43,249527930.4,0,263838407.4,247776516,134608467.6,135338878.5,181248760.4,130075013.5,258028716.6,106745445.5,0,124656173.9,124114533.6,0,51050730.97,0,0,0,80074115.94,100070861.9,89774683.05,91324607.55,98275029.69,0,0,0,0,190309565.2,0,134513728.9,255286515,113065058.1,16272272.35,68771702.57,109408925.9,35204823.52,76005803.99,0,0,133035871.5,0,0,0,74572786.72
P06753;P09493,0,0,0,0,113734688.2,0,112871899.3,125506295.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89925302.87,74979385.97,0,0,0,0,87431213.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91525150.47,0,0,0,0,0,0,0,0,0,121980894.4,144231858.2,131608925.3,118751004.7,121794725.4,132565907.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52250344.4,99272681.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133562067.6,0,0,0,128056958.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127052262.5,0,0,0,0,53986623.52,0,0,0,0,0,0,0,0
P07099,0,0,0,0,0,0,0,0,0,0,0,132849245.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88634527.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120361324.4,0,0,114848604.7,0,0,0,111012472.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82139622.29,0,0,0,0,0,0,72702985.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57222346.11,0,0,0,0,0,0,0,35093365.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54111563.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115385918,0,0,0,0,0,0,0,0,0,0,109913592,0,0,0,0,80164911.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122599825.4,121782257.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228796300,0,0,132923527.6,136308078.5,102399030.2,0,0,491009782,0,0,0,0,0,0,0,0,0,200432923.8,0,0,408398818.8,0,0,0,0,0,0,0,0,0,0,123106205.1,0,0,0,0,0,0,0,0,0,0
P07199,0,127980244.6,0,137504934.1,236186276.4,119130449.3,0,0,0,0,0,0,0,125140034.8,0,96847110.64,0,0,102710324.9,0,0,108511398.5,0,91865885.97,0,0,0,61090892.14,0,0,0,0,0,0,0,0,0,0,0,0,133751460.8,0,0,0,103299292,0,0,0,133770196.1,0,0,0,0,57394620.35,0,0,90606727.64,0,0,0,0,0,0,0,0,0,0,12842000,0,0,0,53922963.6,0,0,0,0,0,0,63977218.31,0,0,0,0,0,0,0,0,0,0,0,0,0,125905007.4,0,0,0,0,0,0,0,0,26869044.4,0,0,113686989.8,101404680.7,0,0,0,0,0,0,0,0,0,114584850,0,0,0,0,0,0,128318558.3,0,0,0,123789133.6,113383423.4,0,0,0,0,73444115.94,0,0,0,0,0,0,0,0,0,0,0,0,0,9931472.353,0,0,28605323.52,0,104539906.4,0,0,0,0,0,0
P07237,0,0,0,0,113958188.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132695870.8,0,125156512.5,0,101219592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122042307.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07305,0,0,0,0,0,0,0,0,0,0,0,0,0,120137284.8,0,0,0,0,0,0,113357358.3,96033198.53,0,0,0,0,0,0,86253613.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244411082.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115002307.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135296867.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118966590.4,0,0,0,0,0,0,0,0,0,0,0,0,0,129516884.5,0,0,0,0,0,0,0,131329655.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63593103.99,0,0,0,0,0,0,0
P07333,0,113089564.6,117789626.2,0,0,105475909.3,0,0,210125142.2,0,71996833.79,0,0,0,0,0,0,0,0,117546006.3,0,0,0,0,0,0,49874083.92,48744892.14,0,0,0,0,0,0,65675236.64,0,0,0,128820656.4,0,0,0,0,0,0,128555111.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51851763.6,0,0,0,0,0,0,0,127414905.6,0,122381858.2,0,114558414.7,241783910.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4652672.353,0,0,0,0,0,0,0,0,0,0,0
P07339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121568458.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P07355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84099922.29,0,99699924.93,0,124430058.3,95805698.53,0,0,0,0,51526883.92,0,0,0,0,0,0,0,0,0,0,0,0,0,132713530.8,0,0,0,0,0,0,0,0,0,0,0,0,58092520.35,0,0,0,50935682.52,0,0,0,0,82741631.25,0,0,0,114002274.6,0,30551908.18,0,0,0,0,0,0,0,0,0,60485018.31,0,0,0,131885355.3,0,0,121537927.3,0,0,0,0,0,0,0,0,83575077.16,105991040.3,0,0,0,0,110864324.5,33005844.4,0,105664779.6,0,0,81112749.66,0,0,0,0,0,0,0,0,114209950,0,0,132570517.6,0,0,0,0,0,0,0,0,0,44182930.97,0,0,0,0,98012961.88,0,0,0,81977567.79,82276842.76,0,0,0,0,0,128747802.5,0,0,61020602.57,107840825.9,34742123.52,0,105055606.4,0,131755251.5,0,0,0,65144446.72
